Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25812847,The Silk Roads: A New History of the World,Peter Frankopan,"Frankopan, Peter",,"=""1408839970""","=""9781408839973""",0,4.17,Bloomsbury,Hardcover,636,2015,2015,,2025/06/29,to-read,to-read (#339),to-read,,,,0,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.15,Basic Books,Paperback,257,2002,1988,,2025/06/29,to-read,to-read (#338),to-read,,,,0,0
208430658,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""0593873351""","=""9780593873359""",0,4.38,Del Rey,Hardcover,430,2024,2023,,2025/06/27,to-read,to-read (#337),to-read,,,,0,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.01,Flatiron Books,Hardcover,461,2019,2019,,2025/06/27,to-read,to-read (#336),to-read,,,,0,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",0,4.21,Random House,Hardcover,368,2014,2014,,2025/06/24,to-read,to-read (#335),to-read,,,,0,0
220707611,Rio de Janeiro (Ten Moments That Shaped),Bryan McCann,"McCann, Bryan",,"=""1009012045""","=""9781009012041""",0,0.0,Cambridge University Press,Paperback,325,2025,,,2025/06/19,to-read,to-read (#334),to-read,,,,0,0
176443453,Greta & Valdin,Rebecca K. Reilly,"Reilly, Rebecca K.",,"=""1668028042""","=""9781668028049""",0,3.93,Avid Reader Press / Simon & Schuster,Hardcover,352,2024,2021,,2025/06/15,to-read,to-read (#333),to-read,,,,0,0
6232657,A Mathematician's Lament: How School Cheats Us Out of Our Most Fascinating and Imaginative Art Form,Paul  Lockhart,"Lockhart, Paul",Keith Devlin,"=""1934137170""","=""9781934137178""",0,4.22,Bellevue Literary Press,Paperback,140,2009,2009,,2025/06/12,to-read,to-read (#332),to-read,,,,0,0
722412,The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""014200135X""","=""9780142001356""",0,4.55,Penguin Books,Paperback,512,2002,2001,,2025/06/11,to-read,to-read (#331),to-read,,,,0,0
21480734,Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,"Rudder, Christian",,"=""0385347375""","=""9780385347372""",0,3.73,Crown,Hardcover,304,2014,2014,,2025/05/22,to-read,to-read (#330),to-read,,,,0,0
57423312,How to Read Numbers: A Guide to Stats in the News (and Knowing When to Trust Them),Tom  Chivers,"Chivers, Tom",David Chivers,"=""1474619967""","=""9781474619967""",0,4.30,Weidenfeld and Nicolson,Hardcover,208,2021,2021,,2025/05/13,to-read,to-read (#329),to-read,,,,0,0
199798096,Everything Is Predictable: How Bayesian Statistics Explain Our World,Tom  Chivers,"Chivers, Tom",,"=""1668052601""","=""9781668052600""",0,4.04,Atria/One Signal Publishers,Hardcover,384,2024,2024,,2025/05/13,to-read,to-read (#328),to-read,,,,0,0
216025168,Who Wants to Live Forever,Hanna Thomas Uose,"Uose, Hanna Thomas",,"=""1840918489""","=""9781840918489""",0,4.02,Brazen,Kindle Edition,320,2025,2025,,2025/04/12,to-read,to-read (#327),to-read,,,,0,0
41155980,Outdoor London: Green spaces and escapes in and around the capital (London Guides),Eleanor Ross,"Ross, Eleanor",,"=""0711239975""","=""9780711239975""",0,4.11,Frances Lincoln,Paperback,176,2019,,,2025/04/06,to-read,to-read (#326),to-read,,,,0,0
13006277,"Tired of London, Tired of Life: One Thing a Day To Do in London",Tom   Jones,"Jones, Tom",,"=""0753540320""","=""9780753540329""",0,4.01,Virgin Books,Hardcover,224,2012,2012,,2025/04/06,to-read,to-read (#325),to-read,,,,0,0
119028182,"A Flat Place: Moving Through Empty Landscapes, Naming Complex Trauma",Noreen Masud,"Masud, Noreen",,"=""1685890245""","=""9781685890247""",0,4.16,Melville House,Paperback,256,2023,2023,,2025/04/04,to-read,to-read (#324),to-read,,,,0,0
61871758,Spain: The Trials and Triumphs of a Modern European Country,Michael Reid,"Reid, Michael",,"=""0300260393""","=""9780300260397""",0,3.86,Yale University Press,Hardcover,336,2023,,,2025/03/28,to-read,to-read (#323),to-read,,,,0,0
3103653,Spain,Jan Morris,"Morris, Jan",,"=""""","=""""",0,3.73,,Unknown Binding,,,1964,,2025/03/16,to-read,to-read (#322),to-read,,,,0,0
553103,Conundrum,Jan Morris,"Morris, Jan",,"=""1590171896""","=""9781590171899""",0,3.90,NYRB Classics,Paperback,176,2006,1974,,2025/03/16,to-read,to-read (#321),to-read,,,,0,0
825419,Arabian Sands,Wilfred Thesiger,"Thesiger, Wilfred",,"=""""","=""""",0,4.20,Penguin,Paperback,347,1984,1959,,2025/03/16,to-read,to-read (#320),to-read,,,,0,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.95,Penguin Press,Hardcover,480,2014,2014,,2025/03/14,to-read,to-read (#319),to-read,,,,0,0
316767,The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger,Marc Levinson,"Levinson, Marc",,"=""0691123241""","=""9780691123240""",0,3.86,Princeton University Press,Hardcover,392,2006,2006,,2025/03/14,to-read,to-read (#318),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2025/03/14,to-read,to-read (#317),to-read,,,,0,0
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.15,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2025/03/14,to-read,to-read (#316),to-read,,,,0,0
36613747,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",0,4.27,ALLEN LANE,Hardcover,480,2018,2018,,2025/03/14,to-read,to-read (#315),to-read,,,,0,0
21413849,Nothing Is True and Everything Is Possible: The Surreal Heart of the New Russia,Peter Pomerantsev,"Pomerantsev, Peter",,"=""1610394550""","=""9781610394550""",0,3.97,PublicAffairs,Hardcover,256,2014,2014,,2025/03/12,to-read,to-read (#314),to-read,,,,0,0
148639,Waterland,Graham Swift,"Swift, Graham",,"=""0330336320""","=""9780330336321""",0,3.90,Picador,Paperback,368,1999,1983,,2025/03/02,to-read,to-read (#313),to-read,,,,0,0
215362032,Stag Dance,Torrey Peters,"Peters, Torrey",,"=""0593595645""","=""9780593595640""",0,3.95,Random House,Hardcover,288,2025,2025,,2025/03/02,to-read,to-read (#312),to-read,,,,0,0
58837536,Nevada,Imogen Binnie,"Binnie, Imogen",,"=""0374606617""","=""9780374606619""",0,3.94,FSG Adult,Paperback,290,2022,2013,,2025/03/02,to-read,to-read (#311),to-read,,,,0,0
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.18,Touchstone,Paperback,448,1999,1997,,2025/02/03,to-read,to-read (#310),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.27,Del Rey,Hardcover,382,2014,2014,,2025/01/16,to-read,to-read (#309),to-read,,,,0,0
62708028,"How to Think like a Philosopher: Twelve Key Principles for More Humane, Balanced, and Rational Thinking",Julian Baggini,"Baggini, Julian",,"=""0226826643""","=""9780226826646""",0,3.93,University of Chicago Press,Hardcover,336,2023,2023,,2024/12/02,to-read,to-read (#308),to-read,,,,0,0
53487237,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",George Saunders,"Saunders, George",,"=""1984856049""","=""9781984856043""",0,4.54,Random House,Kindle Edition,403,2021,2021,,2024/12/02,to-read,to-read (#307),to-read,,,,0,0
59593603,The Heath: My Year on Hampstead Heath,Hunter Davies,"Davies, Hunter",,"=""""","=""""",0,4.06,Apollo,Kindle Edition,258,2021,,,2024/11/28,to-read,to-read (#306),to-read,,,,0,0
18505792,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255665""","=""9780062255662""",0,4.02,William Morrow,Paperback,195,2014,2013,,2024/11/27,to-read,to-read (#305),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.17,Crown,Hardcover,329,2019,2019,,2024/11/27,to-read,to-read (#304),to-read,,,,0,0
52504334,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267676""","=""9781250267672""",0,4.01,Tordotcom,Kindle Edition,438,2021,2021,,2024/11/27,to-read,to-read (#303),to-read,,,,0,0
195519906,"Sistah Samurai (The Champloo Mixes, Mix #1)",Tatiana Obey,"Obey, Tatiana",,"=""""","=""9798985664966""",0,4.15,Wanderlore Publishing LLC,Kindle Edition,136,2023,2023,,2024/11/27,to-read,to-read (#302),to-read,,,,0,0
43401565,The Adventures of China Iron,Gabriela Cabezón Cámara,"Cámara, Gabriela Cabezón","Fiona Mackintosh, Iona Macintyre","=""""","=""""",0,3.82,Charco Press,Paperback,200,2019,2017,,2024/11/27,to-read,to-read (#301),to-read,,,,0,0
216403789,La balada de las tres lunas,Marta Morillo,"Morillo, Marta",,"=""8419939544""","=""9788419939548""",0,4.03,Young Kiwi ,Paperback,576,2024,,,2024/11/15,to-read,to-read (#300),to-read,,,,0,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",0,3.87,Tor Books,Paperback,1006,2006,2004,,2024/11/03,to-read,to-read (#299),to-read,,,,0,0
18042000,A Very British Murder: The Story of a National Obsession,Lucy Worsley,"Worsley, Lucy",,"=""1849906343""","=""9781849906340""",0,3.83,BBC Books,Hardcover,320,2014,2013,,2024/10/31,to-read,to-read (#298),to-read,,,,0,0
338691,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,"=""0312948557""","=""9780312948559""",0,3.90,St. Martin's Paperbacks,Mass Market Paperback,293,2007,2005,,2024/10/28,to-read,to-read (#297),to-read,,,,0,0
59314509,The Murders at Fleat House,Lucinda Riley,"Riley, Lucinda",,"=""152909495X""","=""9781529094954""",0,4.11,Pan Macmillan,Hardcover,576,2022,2022,,2024/10/28,to-read,to-read (#296),to-read,,,,0,0
63540591,The Full English: A Journey in Search of a Country and its People,Stuart Maconie,"Maconie, Stuart",,"=""0008498261""","=""9780008498269""",0,4.04,HarperNorth,Hardcover,352,2023,,,2024/10/21,to-read,to-read (#295),to-read,,,,0,0
203608552,So Thirsty,Rachel   Harrison,"Harrison, Rachel",,"=""0593642546""","=""9780593642542""",0,3.49,Berkley,Hardcover,290,2024,2024,,2024/10/11,to-read,to-read (#294),to-read,,,,0,0
20769329,Grist for the Mill: Awakening to Oneness,Ram Dass,"Dass, Ram",Stephen Levine,"=""""","=""""",0,4.40,HarperOne,Kindle Edition,210,2014,1976,,2024/10/05,to-read,to-read (#293),to-read,,,,0,0
19669336,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0061876720""","=""9780061876721""",0,4.11,HarperCollins e-books,Kindle Edition,322,2008,1990,,2021/02/14,to-read,to-read (#52),to-read,,,,0,0
54663051,The Devil You Know: A Black Power Manifesto,Charles M. Blow,"Blow, Charles M.",,"=""0062914685""","=""9780062914682""",0,4.30,Harper,Kindle Edition,244,2021,2021,,2023/08/02,to-read,to-read (#252),to-read,,,,0,0
61423854,Built to Move: The Ten Essential Habits to Help You Move Freely and Live Fully,Kelly Starrett,"Starrett, Kelly",Juliet Starrett,"=""0593534808""","=""9780593534809""",0,4.24,Knopf,Hardcover,336,2023,2023,,2024/09/04,to-read,to-read (#292),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,2024/09/02,to-read,to-read (#291),to-read,,,,0,0
62039166,The Bee Sting,Paul Murray,"Murray, Paul",,"=""0374600309""","=""9780374600303""",0,3.89,"Farrar, Straus and Giroux",Hardcover,645,2023,2023,,2024/09/02,to-read,to-read (#290),to-read,,,,0,0
202633889,Chamanes eléctricos en la fiesta del sol,Mónica Ojeda,"Ojeda, Mónica",,"=""8439743009""","=""9788439743002""",0,3.82,RANDOM HOUSE,Kindle Edition,288,2024,2024,,2024/08/27,to-read,to-read (#289),to-read,,,,0,0
56022281,"El buen padre (Inspectora Indira Ramos, #1)",Santiago Díaz,"Díaz, Santiago",,"=""8417910999""","=""9788417910990""",0,4.15,Reservoir Books,Paperback,416,2021,2021,,2024/08/26,to-read,to-read (#288),to-read,,,,0,0
60598945,La ladrona de huesos,Manel Loureiro,"Loureiro, Manel",,"=""8408257331""","=""9788408257332""",0,3.82,Planeta,Paperback,504,2022,2022,,2024/08/26,to-read,to-read (#287),to-read,,,,0,0
39899253,Scattered Minds: The Origins and Healing of Attention Deficit Disorder,Gabor Maté,"Maté, Gabor",,"=""1785042211""","=""9781785042218""",0,4.29,Vermilion,Paperback,368,2019,1999,,2024/08/17,to-read,to-read (#286),to-read,,,,0,0
206801577,El celo,Sabina Urraca,"Urraca, Sabina",,"=""8420476889""","=""9788420476889""",0,4.28,Alfaguara,Paperback,312,2024,,,2024/07/21,to-read,to-read (#285),to-read,,,,0,0
61358639,Saving Time: Discovering a Life Beyond the Clock,Jenny Odell,"Odell, Jenny",,"=""059324270X""","=""9780593242704""",0,3.61,Random House,Hardcover,400,2023,2023,,2024/07/21,to-read,to-read (#284),to-read,,,,0,0
53412888,Panza de burro,Andrea Abreu López,"López, Andrea Abreu",Sabina Urraca,"=""""","=""""",0,3.77,Editorial Barrett,Paperback,172,2020,2020,,2024/07/21,to-read,to-read (#283),to-read,,,,0,0
181109993,Evenings and Weekends,Oisín McKenna,"McKenna, Oisín",,"=""0063319977""","=""9780063319974""",0,3.79,Mariner Books,Hardcover,352,2024,2024,,2024/07/16,to-read,to-read (#282),to-read,,,,0,0
164408,Happy All the Time,Laurie Colwin,"Colwin, Laurie",,"=""0060955325""","=""9780060955328""",0,3.83,Harpperen,Paperback,224,2000,1978,,2024/07/16,to-read,to-read (#281),to-read,,,,0,0
202917603,Cuckooland: Where the Rich Own the Truth,Tom Burgis,"Burgis, Tom",,"=""0008564760""","=""9780008564766""",0,3.76,William Collins,Kindle Edition,303,2024,,,2024/06/17,to-read,to-read (#280),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,4.60,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2024/04/14,to-read,to-read (#279),to-read,,,,0,0
23524779,Guns of the Dawn,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447272676""","=""9780230770034""",0,4.17,Tor UK/Panmacmillan,Paperback,658,2015,2015,,2024/04/07,to-read,to-read (#278),to-read,,,,0,0
41886271,The Sword of Kaigen,M.L. Wang,"Wang, M.L.",,"=""""","=""""",0,4.45,Amazon Digital Services,Kindle Edition,651,2019,2019,,2024/04/07,to-read,to-read (#277),to-read,,,,0,0
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440243904""","=""9780440243908""",0,4.39,Dell,Mass Market Paperback,528,2008,2007,,2024/04/02,to-read,to-read (#276),to-read,,,,0,0
63106877,The Maiden,Kate   Foster,"Foster, Kate",,"=""""","=""""",0,4.04,Mantle,Hardcover,384,2023,2023,,2024/04/01,to-read,to-read (#275),to-read,,,,0,0
61067578,Rose and the Burma Sky,Rosanna Amaka,"Amaka, Rosanna",,"=""0857526731""","=""9780857526731""",0,4.07,Doubleday,Hardcover,272,2023,,,2024/04/01,to-read,to-read (#274),to-read,,,,0,0
60893916,Giovanni's Room (James Baldwin - Early Novels & Stories #2),James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,,Hardcover,144,1956,1956,,2023/07/30,to-read,to-read (#249),to-read,,,,0,0
49236083,Boulder,Eva Baltasar,"Baltasar, Eva",Nicole d'Amonville Alegría,"=""8439736967""","=""9788439736967""",0,3.91,Literatura Random House,Paperback,128,2020,2020,,2024/02/05,to-read,to-read (#273),to-read,,,,0,0
13238716,Tax-Free Wealth: How to Build Massive Wealth by Permanently Lowering Your Taxes,Tom Wheelwright,"Wheelwright, Tom",,"=""1937832058""","=""9781937832056""",0,4.21,"RARI Press, LLC",Paperback,282,2015,2012,,2024/01/13,to-read,to-read (#272),to-read,,,,0,0
3028,Economics in One Lesson,Henry Hazlitt,"Hazlitt, Henry",,"=""""","=""""",0,4.17,Three Rivers Press,Paperback,218,1979,1946,,2024/01/13,to-read,to-read (#271),to-read,,,,0,0
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,"=""0593236599""","=""9780593236598""",0,4.34,Harmony,Hardcover,496,2023,2023,,2024/01/13,to-read,to-read (#270),to-read,,,,0,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",0,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,,2024/01/13,to-read,to-read (#269),to-read,,,,0,0
62217096,"Matrescence: On the Metamorphosis of Pregnancy, Childbirth, and Motherhood",Lucy   Jones,"Jones, Lucy",,"=""0241513480""","=""9780241513484""",0,4.43,Allen Lane,Hardcover,310,2023,2023,,2024/01/12,to-read,to-read (#268),to-read,,,,0,0
2050,"Farewell, My Lovely (Philip Marlowe, #2)",Raymond Chandler,"Chandler, Raymond",,"=""""","=""""",0,4.10,Vintage Crime/Black Lizard,Paperback,292,1992,1940,,2024/01/09,to-read,to-read (#267),to-read,,,,0,0
176849725,A Therapeutic Journey: Lessons from The School of Life,Alain de Botton,"Botton, Alain de",,"=""1915087538""","=""9781915087539""",0,4.08,The School of Life,Kindle Edition,418,2023,,,2024/01/04,to-read,to-read (#266),to-read,,,,0,0
61190770,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""0593317335""","=""9780593317334""",0,4.12,Pantheon,Hardcover,367,2023,2023,,2024/01/02,to-read,to-read (#265),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.16,Harper Voyager,Hardcover,544,2022,2022,,2024/01/02,to-read,to-read (#264),to-read,,,,0,0
8620024,Ebano,Ryszard Kapuściński,"Kapuściński, Ryszard",Vera Verdiani,"=""8807817063""","=""9788807817069""",0,4.39,Feltrinelli,Paperback,277,2002,1998,,2023/12/31,to-read,to-read (#263),to-read,,,,0,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",0,4.41,Scribner,Hardcover,464,2022,2022,,2023/12/31,to-read,to-read (#262),to-read,,,,0,0
154958098,AI Needs You: How We Can Change AI's Future and Save Our Own,Verity Harding,"Harding, Verity",,"=""0691244871""","=""9780691244877""",0,3.52,Princeton University Press,Hardcover,288,2024,,,2023/12/31,to-read,to-read (#261),to-read,,,,0,0
60165392,Africa Is Not a Country: Notes on a Bright Continent,Dipo Faloyin,"Faloyin, Dipo",,"=""0393881539""","=""9780393881530""",0,4.40,W. W. Norton & Company,Hardcover,385,2022,2022,,2023/08/29,to-read,to-read (#260),to-read,,,,0,0
25026338,Historia mínima de Perú (Spanish Edition),Carlos Contreras,"Contreras, Carlos",Marina Zuloaga,"=""6074626332""","=""9786074626339""",0,4.14,El Colegio de México,Kindle Edition,273,2014,2014,,2023/08/11,"to-read, peru","to-read (#259), peru (#3)",to-read,,,,0,0
2091367,Conversación en la catedral,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""8466319158""","=""9788466319157""",0,4.38,Punto de Lectura,Mass Market Paperback,732,2006,1969,,2023/08/11,"to-read, peru","to-read (#258), peru (#2)",to-read,,,,0,0
257191,Los ríos profundos,José María Arguedas,"Arguedas, José María",,"=""9500393271""","=""9789500393270""",0,3.84,Losada,Paperback,320,2004,1958,,2023/08/11,"to-read, peru","to-read (#257), peru (#1)",to-read,,,,0,0
10321016,"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,"Klaff, Oren",,"=""0071752854""","=""9780071752855""",0,4.06,McGraw-Hill,Hardcover,240,2011,2011,,2023/08/04,to-read,to-read (#256),to-read,,,,0,0
8662312,Breakthrough Advertising,Eugene M. Schwartz,"Schwartz, Eugene M.",Martin Edelston,"=""0887232981""","=""9780887232985""",0,4.54,Bottom Line Books,Hardcover,236,2004,1966,,2023/08/04,to-read,to-read (#255),to-read,,,,0,0
25931008,Disrupt Yourself,Jay Samit,"Samit, Jay",,"=""1509802894""","=""9781509802890""",0,4.10,Bluebird,Kindle Edition,304,2015,2015,,2023/08/04,to-read,to-read (#254),to-read,,,,0,0
